city_ascii,city,country
Canosa di Puglia,Canosa di Puglia,Italy
Jalawla',Jalawla',Iraq
Nan'ao,Nan'ao,China
Ambinanitelo,Ambinanitelo,Madagascar
Ibrahimpatnam,Ibrahimpatnam,India
Degeh Bur,Degeh Bur,Ethiopia
Devarkonda,Devarkonda,India
Saho,Saho,India
Andranomanelatra,Andranomanelatra,Madagascar
Casma,Casma,Peru
Arda,Arda,India
Sanford,Sanford,United States
Santa Rita,Santa Rita,Honduras
Buenavista,Buenavista,Philippines
Merzig,Merzig,Germany
Bourgoin-Jallieu,Bourgoin-Jallieu,France
Monterey,Monterey,United States
Pitanga,Pitanga,Brazil
Uar Esgudud,Uar Esgudud,Somalia
Baxdo,Baxdo,Somalia
Sabanilla,Sabanilla,Mexico
Carpentras,Carpentras,France
Bourem Guindou,Bourem Guindou,Mali
Tsitondroina,Tsitondroina,Madagascar
Asipovichy,Asipovichy,Belarus
Evaz,Evaz,Iran
Vernon,Vernon,United States
East Lake-Orient Park,East Lake-Orient Park,United States
Pitou,Pitou,Taiwan
Kelkheim (Taunus),Kelkheim (Taunus),Germany
San Lucas Sacatepequez,San Lucas Sacatepequez,Guatemala
Leduc,Leduc,Canada
Balabagan,Balabagan,Philippines
Dala,Dala,Angola
Sint-Michielsgestel,Sint-Michielsgestel,Netherlands
Southgate,Southgate,United States
Murliganj,Murliganj,India
Hengshuicun,Hengshuicun,China
Arlon,Arlon,Belgium
Eastern Goleta Valley,Eastern Goleta Valley,United States
Pattikonda,Pattikonda,India
Santana do Acarau,Santana do Acarau,Brazil
Izegem,Izegem,Belgium
Esmeralda,Esmeralda,Cuba
Tonisvorst,Tonisvorst,Germany
Carinhanha,Carinhanha,Brazil
Vyshhorod,Vyshhorod,Ukraine
Giannitsa,Giannitsa,Greece
Alluru,Alluru,India
Pignon,Pignon,Haiti
Paripiranga,Paripiranga,Brazil
Oosterend,Oosterend,Netherlands
Puente-Genil,Puente-Genil,Spain
Fresno,Fresno,Colombia
Schwelm,Schwelm,Germany
San Jacinto,San Jacinto,Philippines
Santiago de Baney,Santiago de Baney,Equatorial Guinea
Zamboanguita,Zamboanguita,Philippines
Benito Soliven,Benito Soliven,Philippines
Dzyarzhynsk,Dzyarzhynsk,Belarus
General Alvear,General Alvear,Argentina
Casa Branca,Casa Branca,Brazil
San Rafael,San Rafael,Mexico
Ancon,Ancon,Panama
Meissen,Meissen,Germany
Mandali,Mandali,Iraq
Inagawa,Inagawa,Japan
Zhangguzhuang,Zhangguzhuang,China
Chamblee,Chamblee,United States
Raytown,Raytown,United States
Villa Dolores,Villa Dolores,Argentina
Leonding,Leonding,Austria
Pardi,Pardi,India
Xalatlaco,Xalatlaco,Mexico
Aral,Aral,Kazakhstan
Tequisquiapan,Tequisquiapan,Mexico
Villa Gesell,Villa Gesell,Argentina
Mocajuba,Mocajuba,Brazil
Nepanagar,Nepanagar,India
Carney,Carney,United States
San Luis,San Luis,Philippines
Algonquin,Algonquin,United States
Changzhi,Changzhi,Taiwan
Kinik,Kinik,Turkey
Savanette,Savanette,Haiti
Vaihingen an der Enz,Vaihingen an der Enz,Germany
N'Gaous,N'Gaous,Algeria
Capim,Capim,Brazil
Lakheri,Lakheri,India
Heywood,Heywood,United Kingdom
Comiso,Comiso,Italy
Olocuilta,Olocuilta,El Salvador
Kabalo,Kabalo,Congo (Kinshasa)
Hosdurga,Hosdurga,India
Landsberg,Landsberg,Germany
Purificacion,Purificacion,Colombia
Dedovsk,Dedovsk,Russia
Rota,Rota,Spain
Mbanga,Mbanga,Cameroon
Nauhata,Nauhata,India
Rietberg,Rietberg,Germany
Mahon,Mahon,Spain
Antsampandrano,Antsampandrano,Madagascar
Pasuquin,Pasuquin,Philippines
Nanga Eboko,Nanga Eboko,Cameroon
Bella Vista,Bella Vista,United States
Vadakku Valliyur,Vadakku Valliyur,India
Swarzedz,Swarzedz,Poland
Pilon,Pilon,Cuba
Gloucester,Gloucester,United States
Hattersheim,Hattersheim,Germany
Crofton,Crofton,United States
Jamai,Jamai,India
Petrich,Petrich,Bulgaria
Rhennouch,Rhennouch,Tunisia
Misilmeri,Misilmeri,Italy
Igarapava,Igarapava,Brazil
Parabiago,Parabiago,Italy
Flandes,Flandes,Colombia
Manjo,Manjo,Cameroon
Artemovskiy,Artemovskiy,Russia
Alushta,Alushta,Ukraine
Rancharia,Rancharia,Brazil
Brecht,Brecht,Belgium
Zaltbommel,Zaltbommel,Netherlands
Santiago do Cacem,Santiago do Cacem,Portugal
Spinea,Spinea,Italy
Ban Bang Khu Wat,Ban Bang Khu Wat,Thailand
Atascadero,Atascadero,United States
Alquizar,Alquizar,Cuba
Calimete,Calimete,Cuba
Bonou,Bonou,Benin
Shuangtian,Shuangtian,China
Carmo do Paranaiba,Carmo do Paranaiba,Brazil
Mangdongshan,Mangdongshan,China
Labasa,Labasa,Fiji
Redondela,Redondela,Spain
Central,Central,United States
Chiknayakanhalli,Chiknayakanhalli,India
Mashan,Mashan,China
Bayramic,Bayramic,Turkey
Atbasar,Atbasar,Kazakhstan
Xinmin,Xinmin,China
Vattalkundu,Vattalkundu,India
Piraju,Piraju,Brazil
Kitaakita,Kitaakita,Japan
Vallentuna,Vallentuna,Sweden
Asha,Asha,Russia
Bosanska Krupa,Bosanska Krupa,Bosnia and Herzegovina
Ozumba,Ozumba,Mexico
Manticao,Manticao,Philippines
Paraparaumu,Paraparaumu,New Zealand
Licab,Licab,Philippines
Brunssum,Brunssum,Netherlands
South Ubian,South Ubian,Philippines
Toksun,Toksun,China
Sumilao,Sumilao,Philippines
Matinhos,Matinhos,Brazil
San Agustin Chahal,San Agustin Chahal,Guatemala
North Cowichan,North Cowichan,Canada
Gotse Delchev,Gotse Delchev,Bulgaria
Nowy Dwor Mazowiecki,Nowy Dwor Mazowiecki,Poland
New Smyrna Beach,New Smyrna Beach,United States
Kumalarang,Kumalarang,Philippines
Winter Park,Winter Park,United States
Arniquet,Arniquet,Haiti
Orchard Park,Orchard Park,United States
Eagle,Eagle,United States
Tournefeuille,Tournefeuille,France
Banning,Banning,United States
Baglung,Baglung,Nepal
Albany,Albany,Australia
Dembi Dolo,Dembi Dolo,Ethiopia
Gustrow,Gustrow,Germany
Atmakur,Atmakur,India
Kottakota,Kottakota,India
Lavezares,Lavezares,Philippines
Juchitepec,Juchitepec,Mexico
Uttamapalaiyam,Uttamapalaiyam,India
Yangshuling,Yangshuling,China
Antsahalava,Antsahalava,Madagascar
Oelde,Oelde,Germany
Mudbidri,Mudbidri,India
Riesa,Riesa,Germany
Ladwa,Ladwa,India
East Windsor,East Windsor,United States
Poas,Poas,Costa Rica
Sevenoaks,Sevenoaks,United Kingdom
Konigsbrunn,Konigsbrunn,Germany
Sonamukhi,Sonamukhi,India
Khunti,Khunti,India
Garfield Heights,Garfield Heights,United States
Winnenden,Winnenden,Germany
Bad Zwischenahn,Bad Zwischenahn,Germany
Mahendragarh,Mahendragarh,India
Santo Domingo,Santo Domingo,Philippines
Figuil,Figuil,Cameroon
Udaipur,Udaipur,India
Garchitorena,Garchitorena,Philippines
Johnston,Johnston,United States
Chichaoua,Chichaoua,Morocco
Budaka,Budaka,Uganda
Nakrekal,Nakrekal,India
Ja`ar,Ja`ar,Yemen
Danville,Danville,United States
Takanezawa,Takanezawa,Japan
Burton,Burton,United States
McCandless,McCandless,United States
Riihimaki,Riihimaki,Finland
Nazare,Nazare,Brazil
Pueblo Nuevo Vinas,Pueblo Nuevo Vinas,Guatemala
Hobart,Hobart,United States
Buenos Aires,Buenos Aires,Costa Rica
Fleming Island,Fleming Island,United States
Fountain,Fountain,United States
Texarkana,Texarkana,United States
Schwandorf,Schwandorf,Germany
Munsan,Munsan,South Korea
Oslob,Oslob,Philippines
Monfalcone,Monfalcone,Italy
Fritissa,Fritissa,Morocco
Nieuwkoop,Nieuwkoop,Netherlands
Orlova,Orlova,Czechia
Tomi,Tomi,Japan
Desenzano del Garda,Desenzano del Garda,Italy
Maddagiri,Maddagiri,India
Hisor,Hisor,Tajikistan
Xiaobazi,Xiaobazi,China
Brahmana Periya Agraharam,Brahmana Periya Agraharam,India
Timizart,Timizart,Algeria
East Fishkill,East Fishkill,United States
Rosrath,Rosrath,Germany
Likino-Dulevo,Likino-Dulevo,Russia
Reddish,Reddish,United Kingdom
Ans,Ans,Belgium
Poggibonsi,Poggibonsi,Italy
Bulung'ur Shahri,Bulung'ur Shahri,Uzbekistan
Phuntsholing,Phuntsholing,Bhutan
Kavaje,Kavaje,Albania
Vinaroz,Vinaroz,Spain
Windsor,Windsor,United States
Fridley,Fridley,United States
Gyula,Gyula,Hungary
Kiskunfelegyhaza,Kiskunfelegyhaza,Hungary
Matthews,Matthews,United States
Kamalapuram,Kamalapuram,India
Capim Grosso,Capim Grosso,Brazil
Lakewood Ranch,Lakewood Ranch,United States
Lamerd,Lamerd,Iran
Parsa,Parsa,India
Ath,Ath,Belgium
Sexmoan,Sexmoan,Philippines
Kostomuksha,Kostomuksha,Russia
Jacksonville,Jacksonville,United States
Ra's al `Ayn,Ra's al `Ayn,Syria
Schererville,Schererville,United States
Sopo,Sopo,Colombia
Northampton,Northampton,United States
Suran,Suran,Syria
Benhao,Benhao,China
Shibushi,Shibushi,Japan
Erie,Erie,United States
Wellesley,Wellesley,United States
Fitchburg,Fitchburg,United States
Palpa,Palpa,Nepal
Agui,Agui,Japan
Quivican,Quivican,Cuba
Prainha,Prainha,Brazil
Matouying,Matouying,China
Hazleton,Hazleton,United States
Novaya Usman',Novaya Usman',Russia
Kailaras,Kailaras,India
Paragould,Paragould,United States
Dapa,Dapa,Philippines
Boxmeer,Boxmeer,Netherlands
Hinunangan,Hinunangan,Philippines
Gragnano,Gragnano,Italy
Raikot,Raikot,India
Divnogorsk,Divnogorsk,Russia
Mondragone,Mondragone,Italy
Glenville,Glenville,United States
Carmona,Carmona,Spain
Orange,Orange,France
Capitan Bermudez,Capitan Bermudez,Argentina
Northeim,Northeim,Germany
Namaacha,Namaacha,Mozambique
Khmilnyk,Khmilnyk,Ukraine
Plaine du Nord,Plaine du Nord,Haiti
Duzhuang,Duzhuang,China
Poona-Piagapo,Poona-Piagapo,Philippines
Bretigny-sur-Orge,Bretigny-sur-Orge,France
Floresta,Floresta,Brazil
Seguin,Seguin,United States
Blankenfelde,Blankenfelde,Germany
Anadia,Anadia,Portugal
Buhl,Buhl,Germany
Monitos,Monitos,Colombia
Bethany,Bethany,United States
Carmagnola,Carmagnola,Italy
Truskavets,Truskavets,Ukraine
San Marcos,San Marcos,Nicaragua
Jimenez,Jimenez,Philippines
Kaminoyama,Kaminoyama,Japan
Lugus,Lugus,Philippines
Canada de Gomez,Canada de Gomez,Argentina
Shiqiao,Shiqiao,China
Fundao,Fundao,Portugal
Viacha,Viacha,Bolivia
Shotley Bridge,Shotley Bridge,United Kingdom
Ikaruga,Ikaruga,Japan
Fandriana,Fandriana,Madagascar
Tabuleiro do Norte,Tabuleiro do Norte,Brazil
Amarpur,Amarpur,India
Prado,Prado,Brazil
Deodrug,Deodrug,India
Kirkwood,Kirkwood,United States
Sherobod,Sherobod,Uzbekistan
Winterswijk,Winterswijk,Netherlands
Garupa,Garupa,Argentina
Bethlehem,Bethlehem,West Bank
Aipe,Aipe,Colombia
Patjirwa,Patjirwa,India
West Windsor,West Windsor,United States
Cottica,Cottica,Suriname
Ciying,Ciying,China
Santa Quiteria do Maranhao,Santa Quiteria do Maranhao,Brazil
Falkenberg,Falkenberg,Sweden
Nalbari,Nalbari,India
Shaker Heights,Shaker Heights,United States
Reinbek,Reinbek,Germany
Pontedera,Pontedera,Italy
Aleysk,Aleysk,Russia
Itubera,Itubera,Brazil
Goriar,Goriar,India
Oktyabr'sk,Oktyabr'sk,Kazakhstan
Kakiri,Kakiri,Uganda
La Concordia,La Concordia,Ecuador
Sant'Anastasia,Sant'Anastasia,Italy
Perry Hall,Perry Hall,United States
Evesham,Evesham,United Kingdom
Primero de Enero,Primero de Enero,Cuba
Gonglang,Gonglang,China
San Cristobal,San Cristobal,Cuba
Braco do Norte,Braco do Norte,Brazil
Reda,Reda,Poland
Gloria do Goita,Gloria do Goita,Brazil
Kodumur,Kodumur,India
Cyangugu,Cyangugu,Rwanda
Bogdanovich,Bogdanovich,Russia
Catandica,Catandica,Mozambique
Madinat Zayid,Madinat Zayid,United Arab Emirates
Springe,Springe,Germany
Laplace,Laplace,United States
Magna,Magna,United States
Koshu,Koshu,Japan
Ban Phai,Ban Phai,Thailand
Gates,Gates,United States
Old Harbour,Old Harbour,Jamaica
Laranjal Paulista,Laranjal Paulista,Brazil
Pawayan,Pawayan,India
Chambly,Chambly,Canada
Baixo Guandu,Baixo Guandu,Brazil
Tabuelan,Tabuelan,Philippines
Rio Pardo de Minas,Rio Pardo de Minas,Brazil
Narsimlapet,Narsimlapet,India
Vestal,Vestal,United States
Ixtapa,Ixtapa,Mexico
Nahan,Nahan,India
Nirasaki,Nirasaki,Japan
Chili,Chili,United States
Ponot,Ponot,Philippines
Bella Vista,Bella Vista,Argentina
Benavente,Benavente,Portugal
Mirandopolis,Mirandopolis,Brazil
Dalfsen,Dalfsen,Netherlands
Babatngon,Babatngon,Philippines
Itaperucu,Itaperucu,Brazil
Bagre,Bagre,Brazil
Kudligi,Kudligi,India
Somotillo,Somotillo,Nicaragua
Candelaria,Candelaria,Spain
La Dorada,La Dorada,Colombia
San Manuel,San Manuel,Philippines
Alatri,Alatri,Italy
Dongwang,Dongwang,China
Gagarin,Gagarin,Russia
Russellville,Russellville,United States
Ampatuan,Ampatuan,Philippines
Tocache Nuevo,Tocache Nuevo,Peru
San Javier,San Javier,Chile
Roseaux,Roseaux,Haiti
Cervia,Cervia,Italy
Ofaqim,Ofaqim,Israel
Srem,Srem,Poland
Dhabauli,Dhabauli,India
Limoeiro de Anadia,Limoeiro de Anadia,Brazil
Emmendingen,Emmendingen,Germany
Stoughton,Stoughton,United States
Tanglou,Tanglou,China
Langedijk,Langedijk,Netherlands
Thabazimbi,Thabazimbi,South Africa
Cajati,Cajati,Brazil
Hendijan,Hendijan,Iran
Tondela,Tondela,Portugal
Lake in the Hills,Lake in the Hills,United States
Sortobe,Sortobe,Kazakhstan
Tudiyalur,Tudiyalur,India
La Calera,La Calera,Colombia
Hoxter,Hoxter,Germany
Germi,Germi,Iran
Baleno,Baleno,Philippines
Nivelles,Nivelles,Belgium
Macau,Macau,Brazil
Rosa Zarate,Rosa Zarate,Ecuador
Dinanagar,Dinanagar,India
Mabini,Mabini,Philippines
Xizhou,Xizhou,Taiwan
Toqsu,Toqsu,China
Vihti,Vihti,Finland
Hanawa,Hanawa,Japan
Jauja,Jauja,Peru
Krotoszyn,Krotoszyn,Poland
Caicedonia,Caicedonia,Colombia
Tetela de Ocampo,Tetela de Ocampo,Mexico
Las Rosas,Las Rosas,Mexico
Barabinsk,Barabinsk,Russia
Nava,Nava,Mexico
Acatenango,Acatenango,Guatemala
Pucon,Pucon,Chile
Hirado,Hirado,Japan
Sebikhotane,Sebikhotane,Senegal
Pilar,Pilar,Philippines
Chahe,Chahe,China
Lansing,Lansing,United States
Queensbury,Queensbury,United States
Heshancun,Heshancun,China
Petrovsk,Petrovsk,Russia
Itatiaia,Itatiaia,Brazil
Whitehall,Whitehall,United States
Balakliia,Balakliia,Ukraine
Srungavarapukota,Srungavarapukota,India
Kromeriz,Kromeriz,Czechia
Cifuentes,Cifuentes,Cuba
Quakers Hill,Quakers Hill,Australia
Zhonghechang,Zhonghechang,China
Henstedt-Ulzburg,Henstedt-Ulzburg,Germany
Borzya,Borzya,Russia
Kuzhittura,Kuzhittura,India
Tudela,Tudela,Philippines
Rehoboth,Rehoboth,Namibia
Novyi Rozdil,Novyi Rozdil,Ukraine
Okotoks,Okotoks,Canada
Bagha Purana,Bagha Purana,India
Takahashi,Takahashi,Japan
Shangluhu,Shangluhu,China
Asago,Asago,Japan
Mateare,Mateare,Nicaragua
Carapo,Carapo,Brazil
Tibiao,Tibiao,Philippines
Stanford le Hope,Stanford le Hope,United Kingdom
Summerlin South,Summerlin South,United States
Laoaoba,Laoaoba,China
Goio-Ere,Goio-Ere,Brazil
Ogawa,Ogawa,Japan
Bentley,Bentley,United Kingdom
Herentals,Herentals,Belgium
Shahpura,Shahpura,India
Sonderborg,Sonderborg,Denmark
Balzar,Balzar,Ecuador
Nongstoin,Nongstoin,India
Oyabe,Oyabe,Japan
New Iberia,New Iberia,United States
Harelbeke,Harelbeke,Belgium
Losal,Losal,India
Lepe,Lepe,Spain
Zhongtai,Zhongtai,China
Pijnacker,Pijnacker,Netherlands
Santa Rita de Cassia,Santa Rita de Cassia,Brazil
Prosper,Prosper,United States
Heerenveen,Heerenveen,Netherlands
Morrisville,Morrisville,United States
Andoharanomaitso,Andoharanomaitso,Madagascar
Kalwakurti,Kalwakurti,India
Jamestown,Jamestown,United States
Mount Olive,Mount Olive,United States
West Springfield,West Springfield,United States
Oakleaf Plantation,Oakleaf Plantation,United States
Ambatolampy,Ambatolampy,Madagascar
Jeffersontown,Jeffersontown,United States
Banswada,Banswada,India
Bussy-Saint-Georges,Bussy-Saint-Georges,France
Pires do Rio,Pires do Rio,Brazil
Ibaiti,Ibaiti,Brazil
Zhailuo,Zhailuo,China
Aguas Santas,Aguas Santas,Portugal
San Salvador,San Salvador,Mexico
Yangiyer,Yangiyer,Uzbekistan
Leichlingen,Leichlingen,Germany
Amaliada,Amaliada,Greece
Esparza,Esparza,Costa Rica
Fiche,Fiche,Ethiopia
Cecina,Cecina,Italy
Oulad Yaich,Oulad Yaich,Morocco
Taza,Taza,Morocco
Malmal,Malmal,India
Cheshire,Cheshire,United States
Rajpur,Rajpur,India
Santiago,Santiago,Philippines
Pitoa,Pitoa,Cameroon
Zeitz,Zeitz,Germany
Hatonuevo,Hatonuevo,Colombia
Propria,Propria,Brazil
Casselberry,Casselberry,United States
Naranjito,Naranjito,Ecuador
Nueva Concepcion,Nueva Concepcion,El Salvador
Alagoa Grande,Alagoa Grande,Brazil
Hajipur,Hajipur,India
Idar-Oberstein,Idar-Oberstein,Germany
Harir,Harir,Iraq
Vittorio Veneto,Vittorio Veneto,Italy
Maharajpur,Maharajpur,India
Novi Ligure,Novi Ligure,Italy
Toucheng,Toucheng,Taiwan
Madison Heights,Madison Heights,United States
Karakocan,Karakocan,Turkey
Extrema,Extrema,Brazil
Agawam,Agawam,United States
Passira,Passira,Brazil
Palotina,Palotina,Brazil
Qincun,Qincun,China
Griesheim,Griesheim,Germany
Jujutla,Jujutla,El Salvador
Basay,Basay,Philippines
Matihani,Matihani,India
Maracana,Maracana,Brazil
Gyongyos,Gyongyos,Hungary
Ferdows,Ferdows,Iran
Saint Bernard,Saint Bernard,Philippines
Harur,Harur,India
Douar Oulad Aj-jabri,Douar Oulad Aj-jabri,Morocco
Dona Remedios Trinidad,Dona Remedios Trinidad,Philippines
Witney,Witney,United Kingdom
Saito,Saito,Japan
Taungup,Taungup,Myanmar
Umargam,Umargam,India
Pavugada,Pavugada,India
Quijingue,Quijingue,Brazil
Mehlville,Mehlville,United States
Olching,Olching,Germany
Byaroza,Byaroza,Belarus
Aioi,Aioi,Japan
Geislingen an der Steige,Geislingen an der Steige,Germany
Bihpur,Bihpur,India
San Carlos,San Carlos,Colombia
Walnut,Walnut,United States
Gevas,Gevas,Turkey
Teltow,Teltow,Germany
Pazarcik,Pazarcik,Turkey
Fenoarivobe,Fenoarivobe,Madagascar
Valencia,Valencia,Philippines
Ihsaniye,Ihsaniye,Turkey
Baunatal,Baunatal,Germany
Harrison,Harrison,United States
Mampikony,Mampikony,Madagascar
Kartaly,Kartaly,Russia
Isnos,Isnos,Colombia
Magdalena,Magdalena,Philippines
Baishaling,Baishaling,China
Pokhvistnevo,Pokhvistnevo,Russia
Monroeville,Monroeville,United States
Oeiras do Para,Oeiras do Para,Brazil
Dubasari,Dubasari,Moldova
Cabrican,Cabrican,Guatemala
Santo Nino,Santo Nino,Philippines
Rudehen,Rudehen,Iran
Naranjal,Naranjal,Ecuador
Tarana,Tarana,India
Lushoto,Lushoto,Tanzania
El Copey,El Copey,Colombia
Kpandu,Kpandu,Ghana
McDonough,McDonough,United States
Lacey,Lacey,United States
Izu,Izu,Japan
Stockbridge,Stockbridge,United States
Villaviciosa de Odon,Villaviciosa de Odon,Spain
Baradero,Baradero,Argentina
Arivonimamo,Arivonimamo,Madagascar
Lillehammer,Lillehammer,Norway
Tha Yang,Tha Yang,Thailand
Azangaro,Azangaro,Peru
Giarre,Giarre,Italy
Ilave,Ilave,Peru
Wegberg,Wegberg,Germany
Kobylka,Kobylka,Poland
Mechernich,Mechernich,Germany
Sept-Iles,Sept-Iles,Canada
Muvattupula,Muvattupula,India
Lucenec,Lucenec,Slovakia
Triggiano,Triggiano,Italy
Bamba,Bamba,Mali
Gingee,Gingee,India
Barao de Cocais,Barao de Cocais,Brazil
Seaford,Seaford,United Kingdom
Saugus,Saugus,United States
Oulad Hammou,Oulad Hammou,Morocco
Arari,Arari,Brazil
Venezuela,Venezuela,Cuba
Carauari,Carauari,Brazil
Glen Ellyn,Glen Ellyn,United States
Villa Allende,Villa Allende,Argentina
Perumbalam,Perumbalam,India
Assisi,Assisi,Italy
Longavi,Longavi,Chile
Bilgoraj,Bilgoraj,Poland
Aberdeen,Aberdeen,United States
Tsushima,Tsushima,Japan
Imbituva,Imbituva,Brazil
Stafford,Stafford,United States
Higashikagawa,Higashikagawa,Japan
Sesena,Sesena,Spain
Lisen,Lisen,Czechia
Coyaima,Coyaima,Colombia
Bonito Oriental,Bonito Oriental,Honduras
Mpika,Mpika,Zambia
Raisinghnagar,Raisinghnagar,India
Gorlice,Gorlice,Poland
Kolambugan,Kolambugan,Philippines
Chortkiv,Chortkiv,Ukraine
Datu Piang,Datu Piang,Philippines
Karanjia,Karanjia,India
Conceicao da Barra,Conceicao da Barra,Brazil
Circasia,Circasia,Colombia
Bom Jesus,Bom Jesus,Brazil
Kotagiri,Kotagiri,India
Serra Negra,Serra Negra,Brazil
Carbonia,Carbonia,Italy
Mogliano Veneto,Mogliano Veneto,Italy
Guararema,Guararema,Brazil
Ramanayyapeta,Ramanayyapeta,India
Almus,Almus,Turkey
Yemanzhelinsk,Yemanzhelinsk,Russia
Luis Correia,Luis Correia,Brazil
Taiwa,Taiwa,Japan
Allen Park,Allen Park,United States
Raseborg,Raseborg,Finland
AshShajarah,AshShajarah,Jordan
Alotenango,Alotenango,Guatemala
Huanghuajing,Huanghuajing,China
Manaquiri,Manaquiri,Brazil
Brownsburg,Brownsburg,United States
Ciro Redondo,Ciro Redondo,Cuba
Maner,Maner,India
Jeffrey's Bay,Jeffrey's Bay,South Africa
Pongoz,Pongoz,Tajikistan
Warin Chamrap,Warin Chamrap,Thailand
Pershotravensk,Pershotravensk,Ukraine
Ar Rutbah,Ar Rutbah,Iraq
San Giovanni in Persiceto,San Giovanni in Persiceto,Italy
Altinova,Altinova,Turkey
Gaotan,Gaotan,China
Padiyanallur,Padiyanallur,India
Reina Mercedes Viejo,Reina Mercedes Viejo,Philippines
Tanguturu,Tanguturu,India
Libacao,Libacao,Philippines
Ban Chang,Ban Chang,Thailand
Milton,Milton,United States
Sighisoara,Sighisoara,Romania
Toli,Toli,China
Bermejo,Bermejo,Bolivia
Bacoli,Bacoli,Italy
Orchards,Orchards,United States
Sangola,Sangola,India
Eagle Pass,Eagle Pass,United States
Lagdo,Lagdo,Cameroon
Barughutu,Barughutu,India
Benicarlo,Benicarlo,Spain
Pedras de Fogo,Pedras de Fogo,Brazil
Olindina,Olindina,Brazil
Talusan,Talusan,Philippines
Pilar do Sul,Pilar do Sul,Brazil
Khust,Khust,Ukraine
Guamal,Guamal,Colombia
Bridgewater,Bridgewater,United States
Baesweiler,Baesweiler,Germany
Samayac,Samayac,Guatemala
Shakiso,Shakiso,Ethiopia
Mollendo,Mollendo,Peru
Djugu,Djugu,Congo (Kinshasa)
Tres Marias,Tres Marias,Brazil
Forest Hills,Forest Hills,United States
Leimen,Leimen,Germany
Bakhor,Bakhor,Tajikistan
Spring,Spring,United States
Gusev,Gusev,Russia
Oltinko`l,Oltinko`l,Uzbekistan
Grimma,Grimma,Germany
Illkirch-Graffenstaden,Illkirch-Graffenstaden,France
Wetter (Ruhr),Wetter (Ruhr),Germany
Esztergom,Esztergom,Hungary
Areraj,Areraj,India
Bellaa,Bellaa,Morocco
Piest'any,Piest'any,Slovakia
Kevelaer,Kevelaer,Germany
Belpasso,Belpasso,Italy
Majayjay,Majayjay,Philippines
Vakfikebir,Vakfikebir,Turkey
Svendborg,Svendborg,Denmark
Mainit,Mainit,Philippines
Ajka,Ajka,Hungary
Cabangan,Cabangan,Philippines
Alga,Alga,Kazakhstan
Safaja,Safaja,Egypt
Akersberga,Akersberga,Sweden
Hiji,Hiji,Japan
Obama,Obama,Japan
Zacoalco de Torres,Zacoalco de Torres,Mexico
Independence,Independence,United States
Cuartero,Cuartero,Philippines
Bad Neuenahr-Ahrweiler,Bad Neuenahr-Ahrweiler,Germany
Dar Bel Hamri,Dar Bel Hamri,Morocco
Santa Cruz Cabralia,Santa Cruz Cabralia,Brazil
Bardaskan,Bardaskan,Iran
Enterprise,Enterprise,United States
